artist,track,id,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,duration_ms,time_signature
Bon Jovi,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,1986-08-16,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,249293,4
Ed Sheeran,Shivers,50nfwKoDiSYg8zOCREWAm5,2021-10-29,0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,spotify:track:50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/audio-analysis/50nfwKoDiSYg8zOCREWAm5,207853,4
J Balvin,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,2019-06-28,0.754,0.646,7,-5.795,1,0.317,0.152,1.85E-05,0.108,0.429,176.089,spotify:track:0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,242573,4
XXXTENTACION,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,2017-08-25,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/tracks/5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/audio-analysis/5TXDeTFVRVY7Cvt0Dw4vWW,120027,4
Coldplay,The Scientist,75JFxkI2RXiU7L9VXzMkle,2002-08-08,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46E-05,0.11,0.213,146.277,spotify:track:75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle,309600,4
Olivia Rodrigo,drivers license,5wANPM4fQCJwkGd4rN57mH,2021-05-21,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42E-05,0.106,0.137,143.875,spotify:track:5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013,4
Linkin Park,Numb,2nLtzopw4rPReszdYBJU6h,2003-03-24,0.496,0.863,9,-4.153,1,0.0381,0.0046,0,0.639,0.243,110.018,spotify:track:2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,185587,4
Shakira,Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,2005-11-28,0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/audio-analysis/3ZFTkvIE7kyPt6Nu3PEa7V,218093,4
Travis Scott,goosebumps,6gBFPUFcJLzWGx4lenP6h2,2016-09-16,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4
Ed Sheeran,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,2014-06-21,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,258987,4
Shawn Mendes,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,2017-04-20,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,https://api.spotify.com/v1/tracks/3QGsuHI8jO1Rx4JWLUh9jd,https://api.spotify.com/v1/audio-analysis/3QGsuHI8jO1Rx4JWLUh9jd,187973,4
Olivia Rodrigo,good 4 u,4ZtFanR9U6ndgddUvNcjcG,2021-05-21,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147,4
Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,2018-06-29,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,spotify:track:6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,198973,4
Coldplay,Paradise,6nek1Nin9q48AVZcWs9e9D,2011-10-24,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,spotify:track:6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/tracks/6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/audio-analysis/6nek1Nin9q48AVZcWs9e9D,278719,4
Harry Styles,Adore You,3jjujdWJ72nww5eGnfs2E7,2019-12-13,0.676,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4
AC/DC,Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,1979-07-27,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4
Doja Cat,Woman,6Uj1ctrBOjOas8xZXGqKk4,2021-06-25,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/tracks/6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/audio-analysis/6Uj1ctrBOjOas8xZXGqKk4,172627,4
Justin Bieber,Love Yourself,50kpGaPAhYJ3sGmk6vplg0,2015-11-13,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720,4
Fleetwood Mac,Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,1977-02-04,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
John Legend,All of Me,3U4isOIWM3VvDubwSI3y7a,2013-08-30,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4
TOTO,Africa,2374M0fQpWi3dLnB54qaLX,1982-04-08,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01E-05,0.0481,0.732,92.718,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
The Kid LAROI,STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,2021-07-09,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806,4
Marvin Gaye,Ain't No Mountain High Enough,7tqhbajSfrz2F7E1Z75ASX,1967-08-29,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,spotify:track:7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/tracks/7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/audio-analysis/7tqhbajSfrz2F7E1Z75ASX,151667,4
Tame Impala,The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,2015-07-17,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,spotify:track:6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,216320,4
Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,2017-03-18,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,298941,4
Lewis Capaldi,Before You Go,2gMXnyrvIjhVBUZwvLZDMP,2019-11-22,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/tracks/2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/audio-analysis/2gMXnyrvIjhVBUZwvLZDMP,215107,4
Kendrick Lamar,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,2017-04-14,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,177000,4
Juice WRLD,All Girls Are The Same,4VXIryQMWpIdGgYR4TrjT1,2018-12-10,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,spotify:track:4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/audio-analysis/4VXIryQMWpIdGgYR4TrjT1,165820,4
The White Stripes,Seven Nation Army,3dPQuX8Gs42Y7b454ybpMR,2003-04-01,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107,4
Creedence Clearwater Revival,Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,1969-11-02,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/tracks/4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/audio-analysis/4BP3uh0hFLFRb5cjsgLqDh,140773,4
R.E.M.,Losing My Religion,31AOj9sFz2gM0O3hMARRBx,1991-03-12,0.666,0.855,9,-5.051,0,0.0295,0.179,1.20E-06,0.0987,0.803,125.639,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx,268427,4
Post Malone,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,2018-04-27,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147,4
The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,2016-07-29,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4
ABBA,Dancing Queen,0GjEhVFGZW8afUYGChu3Rr,1976,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,spotify:track:0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,230400,4
Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,2018-08-03,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,spotify:track:2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,312820,4
Eminem,Till I Collapse,4xkOaSrkexMciUUogZKVTS,2002-05-26,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,spotify:track:4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/audio-analysis/4xkOaSrkexMciUUogZKVTS,297787,4
Ed Sheeran,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,2021-10-29,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79E-05,0.366,0.537,126.011,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747,4
Sam Smith,Too Good At Goodbyes,1mXVgsBdtIVeCLJnSnmtdV,2017-11-03,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/tracks/1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/audio-analysis/1mXVgsBdtIVeCLJnSnmtdV,201000,4
Dua Lipa,Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,2020-03-27,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,spotify:track:5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,203064,4
The Neighbourhood,Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,2015-10-30,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,spotify:track:5E30LdtzQTGqRvNd7l6kG5,https://api.spotify.com/v1/tracks/5E30LdtzQTGqRvNd7l6kG5,https://api.spotify.com/v1/audio-analysis/5E30LdtzQTGqRvNd7l6kG5,260173,4
Billie Eilish,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,2019-11-13,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,245426,4
Kate Bush,Running Up That Hill (A Deal With God),1PtQJZVZIdWIYdARpZRDFO,1985-09-16,0.629,0.545,10,-13.123,0,0.0546,0.719,0.00308,0.0604,0.194,108.376,spotify:track:1PtQJZVZIdWIYdARpZRDFO,https://api.spotify.com/v1/tracks/1PtQJZVZIdWIYdARpZRDFO,https://api.spotify.com/v1/audio-analysis/1PtQJZVZIdWIYdARpZRDFO,298933,4
French Montana,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,2017-07-14,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4
Sam Smith,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,2014-05-26,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04E-05,0.0766,0.493,82.001,spotify:track:7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN,239317,4
System Of A Down,Chop Suey!,2DlHlPMa4M17kufBvI2lEN,2001-09-04,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,spotify:track:2DlHlPMa4M17kufBvI2lEN,https://api.spotify.com/v1/tracks/2DlHlPMa4M17kufBvI2lEN,https://api.spotify.com/v1/audio-analysis/2DlHlPMa4M17kufBvI2lEN,210240,4
JAY-Z,Ni**as In Paris,4Li2WHPkuyCdtmokzW2007,2011-08-08,0.789,0.858,1,-5.542,1,0.311,0.127,0,0.349,0.775,140.022,spotify:track:4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/tracks/4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/audio-analysis/4Li2WHPkuyCdtmokzW2007,219333,4
Eagles,Hotel California - 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,1976-12-08,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4
Maroon 5,Memories,4cktbXiXOapiLBMprHFErI,2021-06-11,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,spotify:track:4cktbXiXOapiLBMprHFErI,https://api.spotify.com/v1/tracks/4cktbXiXOapiLBMprHFErI,https://api.spotify.com/v1/audio-analysis/4cktbXiXOapiLBMprHFErI,189486,4
XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,2018-03-16,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,spotify:track:2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/audio-analysis/2ZRo7axmMPeSVUvDbGkJah,110886,4
AC/DC,Thunderstruck,57bgtoPSgt236HzfBOd8kj,1990-09-24,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,spotify:track:57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,292880,4
Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,2018-12-10,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836,4
WALK THE MOON,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,2014-12-02,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,199080,4
Måneskin,Beggin',3Wrjm47oTz2sjIgck11l5e,2017-12-08,0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,4
Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,2017-05-12,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707,4
Rihanna,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,2016-01-28,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08E-05,0.0789,0.378,172.006,spotify:track:5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/tracks/5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/audio-analysis/5oO3drDxtziYU2H1X23ZIp,224000,3
The Goo Goo Dolls,Iris,6Qyc6fS4DsZjB2mRW9DsQs,1998-09-11,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3
Maroon 5,Maps,4gbVRS8gloEluzf0GzDOFc,2014-09-02,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,spotify:track:4gbVRS8gloEluzf0GzDOFc,https://api.spotify.com/v1/tracks/4gbVRS8gloEluzf0GzDOFc,https://api.spotify.com/v1/audio-analysis/4gbVRS8gloEluzf0GzDOFc,189960,4
Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,2018-10-05,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4
DJ Snake,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,2016-08-05,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU,205947,4
Ariana Grande,7 rings,6ocbgoVGwYJhOv1GgI9NsF,2019-02-08,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,178627,4
Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,2018-02-09,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,https://api.spotify.com/v1/tracks/3GCdLUSnKSMJhs4Tj6CV3s,https://api.spotify.com/v1/audio-analysis/3GCdLUSnKSMJhs4Tj6CV3s,232187,4
AC/DC,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,1980-07-25,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,255493,4
Calvin Harris,Summer,6YUTL4dYpB9xZO5qExPf05,2014-10-31,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,spotify:track:6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05,222533,4
Lil Baby,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,2018-10-05,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,spotify:track:78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,145543,4
Journey,Don't Stop Believin',4bHsxqR3GMrXTxEPLuK5ue,1981,0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,https://api.spotify.com/v1/tracks/4bHsxqR3GMrXTxEPLuK5ue,https://api.spotify.com/v1/audio-analysis/4bHsxqR3GMrXTxEPLuK5ue,250987,4
Bruno Mars,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,2010-10-05,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220734,4
The Beatles,Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2,1969-09-26,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,spotify:track:6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,185733,4
Foster The People,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,2011-05-23,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,239600,4
Gorillaz,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,2005-05-23,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640,4
