GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22100403,343,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,4,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-87,240,1,1,20211212,LAL,ORL
Shot Chart Detail,22100403,351,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,12,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,27,1,1,20211212,LAL,ORL
Shot Chart Detail,22100403,360,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,211,155,1,0,20211212,LAL,ORL
Shot Chart Detail,22100403,372,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,51,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,120,134,1,1,20211212,LAL,ORL
Shot Chart Detail,22100403,381,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,1,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-13,36,1,1,20211212,LAL,ORL
Shot Chart Detail,22100403,446,2544,LeBron James,1610612747,Los Angeles Lakers,3,3,57,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-89,14,1,0,20211212,LAL,ORL
Shot Chart Detail,22100403,535,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-33,227,1,0,20211212,LAL,ORL
Shot Chart Detail,22100403,578,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-93,245,1,1,20211212,LAL,ORL
Shot Chart Detail,22100403,602,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,6,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,27,1,1,20211212,LAL,ORL
Shot Chart Detail,22100403,631,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,56,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,130,157,1,0,20211212,LAL,ORL
Shot Chart Detail,22100403,637,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,22,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-62,-7,1,0,20211212,LAL,ORL
Shot Chart Detail,22100420,13,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,53,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,4,1,1,20211215,DAL,LAL
Shot Chart Detail,22100420,38,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-189,166,1,1,20211215,DAL,LAL
Shot Chart Detail,22100420,50,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,224,1,1,20211215,DAL,LAL
Shot Chart Detail,22100420,85,2544,LeBron James,1610612747,Los Angeles Lakers,1,4,44,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,167,195,1,0,20211215,DAL,LAL
Shot Chart Detail,22100420,180,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,34,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-23,61,1,0,20211215,DAL,LAL
Shot Chart Detail,22100420,219,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,46,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-86,35,1,1,20211215,DAL,LAL
Shot Chart Detail,22100420,234,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,45,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-138,11,1,0,20211215,DAL,LAL
Shot Chart Detail,22100420,296,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,30,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,6,1,0,20211215,DAL,LAL
Shot Chart Detail,22100420,332,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,1,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,22,250,1,1,20211215,DAL,LAL
Shot Chart Detail,22100420,390,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,31,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,34,-112,328,1,1,20211215,DAL,LAL
Shot Chart Detail,22100420,438,2544,LeBron James,1610612747,Los Angeles Lakers,3,4,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-180,228,1,0,20211215,DAL,LAL
Shot Chart Detail,22100420,556,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,23,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,5,130,1,0,20211215,DAL,LAL
Shot Chart Detail,22100420,562,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,56,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,7,1,1,20211215,DAL,LAL
Shot Chart Detail,22100420,565,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,17,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-189,162,1,0,20211215,DAL,LAL
Shot Chart Detail,22100420,572,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,16,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,8,1,1,20211215,DAL,LAL
Shot Chart Detail,22100420,585,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,47,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,12,1,0,20211215,DAL,LAL
Shot Chart Detail,22100420,620,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-142,270,1,0,20211215,DAL,LAL
Shot Chart Detail,22100420,629,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,115,241,1,0,20211215,DAL,LAL
Shot Chart Detail,22100420,685,2544,LeBron James,1610612747,Los Angeles Lakers,5,1,9,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,5,1,1,20211215,DAL,LAL
Shot Chart Detail,22100436,33,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,181,179,1,0,20211217,MIN,LAL
Shot Chart Detail,22100436,83,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,45,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,20,1,1,20211217,MIN,LAL
Shot Chart Detail,22100436,182,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,27,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,8,1,1,20211217,MIN,LAL
Shot Chart Detail,22100436,255,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,26,1,0,20211217,MIN,LAL
Shot Chart Detail,22100436,267,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,158,4,1,0,20211217,MIN,LAL
Shot Chart Detail,22100436,469,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,13,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,175,208,1,0,20211217,MIN,LAL
Shot Chart Detail,22100436,569,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-48,263,1,1,20211217,MIN,LAL
Shot Chart Detail,22100436,603,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,26,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-25,53,1,0,20211217,MIN,LAL
Shot Chart Detail,22100436,607,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,23,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20211217,MIN,LAL
Shot Chart Detail,22100436,617,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,40,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-1,64,1,0,20211217,MIN,LAL
Shot Chart Detail,22100436,627,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-174,189,1,0,20211217,MIN,LAL
Shot Chart Detail,22100436,643,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-114,257,1,0,20211217,MIN,LAL
Shot Chart Detail,22100436,662,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,44,262,1,1,20211217,MIN,LAL
Shot Chart Detail,22100448,12,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,4,1,0,20211219,CHI,LAL
Shot Chart Detail,22100448,28,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-109,244,1,0,20211219,CHI,LAL
Shot Chart Detail,22100448,43,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,13,37,1,1,20211219,CHI,LAL
Shot Chart Detail,22100448,86,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,8,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,52,1,0,20211219,CHI,LAL
Shot Chart Detail,22100448,76,2544,LeBron James,1610612747,Los Angeles Lakers,1,4,54,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,32,1,0,20211219,CHI,LAL
Shot Chart Detail,22100448,84,2544,LeBron James,1610612747,Los Angeles Lakers,1,4,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,125,230,1,0,20211219,CHI,LAL
Shot Chart Detail,22100448,161,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,59,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20211219,CHI,LAL
Shot Chart Detail,22100448,173,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,8,1,1,20211219,CHI,LAL
Shot Chart Detail,22100448,199,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,45,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,216,134,1,0,20211219,CHI,LAL
Shot Chart Detail,22100448,212,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,14,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,17,55,1,0,20211219,CHI,LAL
Shot Chart Detail,22100448,293,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,51,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,4,1,1,20211219,CHI,LAL
Shot Chart Detail,22100448,317,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,12,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,4,1,1,20211219,CHI,LAL
Shot Chart Detail,22100448,351,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,19,1,1,20211219,CHI,LAL
Shot Chart Detail,22100448,398,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,28,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,6,1,1,20211219,CHI,LAL
Shot Chart Detail,22100448,435,2544,LeBron James,1610612747,Los Angeles Lakers,3,4,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-72,266,1,1,20211219,CHI,LAL
Shot Chart Detail,22100448,445,2544,LeBron James,1610612747,Los Angeles Lakers,3,3,42,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,98,242,1,0,20211219,CHI,LAL
Shot Chart Detail,22100448,447,2544,LeBron James,1610612747,Los Angeles Lakers,3,3,36,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,6,1,1,20211219,CHI,LAL
Shot Chart Detail,22100448,502,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,16,1,1,20211219,CHI,LAL
Shot Chart Detail,22100448,570,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,47,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-164,218,1,0,20211219,CHI,LAL
Shot Chart Detail,22100448,579,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,15,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-27,273,1,0,20211219,CHI,LAL
Shot Chart Detail,22100448,583,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,1,1,1,20211219,CHI,LAL
Shot Chart Detail,22100469,29,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,24,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-31,76,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,36,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,25,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-127,165,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,42,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-81,251,1,0,20211221,LAL,PHX
Shot Chart Detail,22100469,48,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,4,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,2,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,53,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-115,241,1,0,20211221,LAL,PHX
Shot Chart Detail,22100469,57,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,22,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,119,110,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,79,2544,LeBron James,1610612747,Los Angeles Lakers,1,4,26,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-89,181,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,203,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,30,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,114,155,1,0,20211221,LAL,PHX
Shot Chart Detail,22100469,211,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,45,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,-10,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,254,2544,LeBron James,1610612747,Los Angeles Lakers,2,4,20,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-12,206,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,257,2544,LeBron James,1610612747,Los Angeles Lakers,2,3,48,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,17,1,0,20211221,LAL,PHX
Shot Chart Detail,22100469,288,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,34,247,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,307,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,10,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-3,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,329,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,32,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-12,31,1,0,20211221,LAL,PHX
Shot Chart Detail,22100469,357,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,18,30,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,428,2544,LeBron James,1610612747,Los Angeles Lakers,3,3,58,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,105,262,1,0,20211221,LAL,PHX
Shot Chart Detail,22100469,518,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,52,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,529,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,5,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,135,242,1,1,20211221,LAL,PHX
Shot Chart Detail,22100469,544,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,43,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,27,1,1,20211221,LAL,PHX
Shot Chart Detail,22100487,24,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,16,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1,43,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,31,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,16,274,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,39,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,58,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-143,31,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,48,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,3,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-15,77,1,0,20211223,LAL,SAS
Shot Chart Detail,22100487,93,2544,LeBron James,1610612747,Los Angeles Lakers,1,4,38,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-22,52,1,0,20211223,LAL,SAS
Shot Chart Detail,22100487,109,2544,LeBron James,1610612747,Los Angeles Lakers,1,3,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,15,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,190,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,40,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-18,59,1,0,20211223,LAL,SAS
Shot Chart Detail,22100487,192,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,36,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,195,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-10,271,1,0,20211223,LAL,SAS
Shot Chart Detail,22100487,209,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,3,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-29,1,0,20211223,LAL,SAS
Shot Chart Detail,22100487,218,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,10,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,224,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,26,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-70,72,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,227,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,10,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,13,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,248,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,44,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-120,232,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,275,2544,LeBron James,1610612747,Los Angeles Lakers,2,5,7,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,10,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,334,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,43,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,56,1,0,20211223,LAL,SAS
Shot Chart Detail,22100487,367,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,47,163,1,0,20211223,LAL,SAS
Shot Chart Detail,22100487,370,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,82,167,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,390,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,16,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,66,91,1,0,20211223,LAL,SAS
Shot Chart Detail,22100487,467,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,2,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,484,2544,LeBron James,1610612747,Los Angeles Lakers,3,3,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,18,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,507,2544,LeBron James,1610612747,Los Angeles Lakers,3,3,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,17,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,595,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,119,242,1,0,20211223,LAL,SAS
Shot Chart Detail,22100487,624,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,53,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,8,1,1,20211223,LAL,SAS
Shot Chart Detail,22100487,644,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-225,62,1,0,20211223,LAL,SAS
Shot Chart Detail,22100487,674,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,53,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,127,230,1,0,20211223,LAL,SAS
Shot Chart Detail,22100491,7,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,36,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-132,16,1,1,20211225,LAL,BKN
Shot Chart Detail,22100491,38,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,35,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-175,190,1,0,20211225,LAL,BKN
Shot Chart Detail,22100491,40,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,19,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-4,57,1,0,20211225,LAL,BKN
Shot Chart Detail,22100491,108,2544,LeBron James,1610612747,Los Angeles Lakers,1,5,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,11,1,1,20211225,LAL,BKN
Shot Chart Detail,22100491,180,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,137,232,1,0,20211225,LAL,BKN
Shot Chart Detail,22100491,200,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,15,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,16,1,1,20211225,LAL,BKN
