PLAYER,SEASON,TEAM,TEAM_ID,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
Kamiah Smalls,2020,Indiana Fever,1611661325,7,14.2,3.9,1.3,2.9,45,1,1.7,58.3,0.3,0.3,100,0.7,0.4,1.1,2,0.3,0.1,0.1,0.4,-2
Kathleen Doyle,2020,Indiana Fever,1611661325,18,8.6,1.5,0.6,2.3,24.4,0.3,1.2,23.8,0.1,0.2,50,0.2,0.7,0.8,1.1,1,0.4,0,1.4,-1.8
Kelsey Mitchell,2020,Indiana Fever,1611661325,22,32.1,17.9,6.3,14,44.8,2.5,6.5,38.9,2.8,3.3,84.9,0.3,1.9,2.2,2.8,2.5,0.6,0.1,2.8,-6.4
Kennedy Burke,2020,Indiana Fever,1611661325,22,18.3,7.2,2.6,5.8,44.9,0.7,2.2,31.3,1.4,1.9,71.4,0.9,0.9,1.8,1.1,1.2,0.6,0.4,1.1,-4.3
Lauren Cox,2020,Indiana Fever,1611661325,14,13.1,3.6,1.3,3.1,41.9,0.2,0.4,50,0.8,1.1,73.3,0.7,2.6,3.3,1.4,0.8,0.4,0.3,1.4,1
Natalie Achonwa,2020,Indiana Fever,1611661325,18,20.2,7.8,3.2,6.4,49.6,0,0.6,0,1.4,1.8,81.3,1.4,4.1,5.5,1.7,1.8,0.5,0.6,2.6,-6.2
Stephanie Mavunga,2020,Indiana Fever,1611661325,5,11.8,5,1.6,3.6,44.4,0,0.4,0,1.8,2.2,81.8,1.4,2.6,4,0.6,1,0,0.4,0.6,-0.2
Teaira McCowan,2020,Indiana Fever,1611661325,22,20.9,10.9,4.1,7.6,53.6,0,0.1,0,2.7,3.6,75,3.1,4.2,7.3,0.6,2,0.3,1,2.6,-3.2
Tiffany Mitchell,2020,Indiana Fever,1611661325,19,26.4,12.7,3.9,11.3,34.6,0.9,3.8,23.3,4.1,4.3,95.1,0.8,2.6,3.4,2.6,2.4,0.6,0.1,2.6,-3.7
Victoria Vivians,2020,Indiana Fever,1611661325,6,14.2,4.8,1.7,4.8,34.5,0.3,1.8,18.2,1.2,1.3,87.5,0.3,2,2.3,0.5,1,0.2,0,2.5,0.5
Aaliyah Wilson,2021,Indiana Fever,1611661325,14,8.5,1.1,0.4,1.9,23.1,0.1,0.5,14.3,0.1,0.3,50,0.4,0.5,0.9,0.6,0.6,0.2,0.1,1.2,-4.3
Bernadett Hatar,2021,Indiana Fever,1611661325,7,15.2,4.9,2,4.1,48.3,0,0,0,0.9,1,85.7,1,1.6,2.6,0.3,1.6,0.4,0.4,2.6,-8.1
Chelsey Perry,2021,Indiana Fever,1611661325,6,6.7,2.2,0.8,3,27.8,0.3,1.5,22.2,0.2,0.3,50,0,1,1,0.3,0.3,0.5,0,1.2,2.3
Danielle Robinson,2021,Indiana Fever,1611661325,24,27.4,9.9,3.7,8.8,41.7,0.2,1,20,2.3,2.6,88.9,0.3,3.2,3.5,3.7,1.8,1.5,0.1,2.1,-5.1
Emma Cannon,2021,Indiana Fever,1611661325,12,18.4,6.9,2.9,6.6,44.3,0.3,1.2,21.4,0.8,1.2,71.4,1.5,3,4.5,1,2,0.4,0.2,2.4,-3.3
Jantel Lavender,2021,Indiana Fever,1611661325,27,20,6.4,2.8,7,40.4,0.1,0.7,20,0.7,0.7,90,1.7,2.2,3.9,1.5,1.4,0,0.1,1.8,-7.1
Jessica Breland,2021,Indiana Fever,1611661325,26,20.9,5.8,2.6,7,37,0.2,0.6,31.3,0.5,0.7,68.4,1.4,4.8,6.3,2,1.8,0.6,1.5,2,-7.3
Kelsey Mitchell,2021,Indiana Fever,1611661325,32,33.1,17.8,6.6,15.4,43.1,2.2,6.5,33.5,2.3,2.7,88.2,0.7,2,2.6,2.5,2,1.1,0.2,2.3,-6.1
Kysre Gondrezick,2021,Indiana Fever,1611661325,19,9.1,1.9,0.7,2.4,28.3,0.4,1.5,28.6,0.1,0.2,50,0.2,0.8,1,0.9,0.9,0.4,0,0.7,-3.7
Lauren Cox,2021,Indiana Fever,1611661325,11,8.7,1.4,0.5,1.7,31.6,0.1,0.3,33.3,0.2,0.2,100,0.5,1.5,2,0.3,0.6,0.4,0.3,0.8,-4.3
Lindsay Allen,2021,Indiana Fever,1611661325,32,17.8,5.4,2,4.8,42.8,0.4,1.5,29.8,0.9,1.2,81.1,0.3,1.2,1.5,3,1,0.5,0.1,1.1,-5.5
Teaira McCowan,2021,Indiana Fever,1611661325,32,26.5,11.3,4.3,8,53.7,0,0,0,2.7,4.1,64.4,3.4,6.2,9.6,1.1,1.7,0.6,1.6,3.3,-3.1
Tiffany Mitchell,2021,Indiana Fever,1611661325,28,27.3,12,3.8,9.1,42.1,0.4,1.7,25.5,3.9,4.5,88,0.9,2,2.9,2,1.9,0.6,0,1.9,-5
Victoria Vivians,2021,Indiana Fever,1611661325,31,21.3,6.8,2.5,7.5,33.3,1,4.1,25.2,0.8,1,83.3,0.5,2.6,3.1,1.3,1.3,1.1,0.1,1.8,-6.3
Alaina Coates,2022,Indiana Fever,1611661325,8,9.4,3.5,0.9,1.4,63.6,0,0,0,1.8,1.9,93.3,0.8,1.3,2,0.3,0.6,0.3,0.4,2.3,-6
Alanna Smith,2022,Indiana Fever,1611661325,9,12.8,4.3,1.6,4.7,33.3,0.7,2.8,24,0.6,0.8,71.4,0.9,1.8,2.7,0.6,0.9,0.9,0.7,1.9,-4
Bria Hartley,2022,Indiana Fever,1611661325,10,8.7,2.5,0.9,2.6,34.6,0.3,0.9,33.3,0.4,0.6,66.7,0.1,0.9,1,1,0.9,0.1,0,0.5,-1.8
Crystal Dangerfield,2022,Indiana Fever,1611661325,3,16.2,6,2,4.7,42.9,0.7,2,33.3,1.3,1.3,100,0.3,0.7,1,3.3,1,0,0.7,0.3,5
Danielle Robinson,2022,Indiana Fever,1611661325,31,23.6,7.4,2.7,6.5,41.9,0.3,1.3,22.5,1.6,1.9,85,0.4,2.5,2.9,3.8,1.6,0.7,0.2,1.4,-3.9
Destanni Henderson,2022,Indiana Fever,1611661325,36,16.4,5.3,2,4.9,40.1,0.7,2,36.6,0.6,0.9,71.9,0.8,0.8,1.6,2.5,1.7,0.8,0.1,0.9,-6.6
Emily Engstler,2022,Indiana Fever,1611661325,35,18.2,5.2,2.1,5.2,39.6,0.5,1.3,35.6,0.6,1.1,55.3,2.1,3.1,5.2,1.5,1.4,0.8,1.1,3.1,-6
Emma Cannon,2022,Indiana Fever,1611661325,23,14.3,7,2.6,4.9,52.2,0.4,0.8,50,1.5,2,73.9,1,2.2,3.2,0.5,0.7,0.6,0.1,2.1,-4.6
Kelsey Mitchell,2022,Indiana Fever,1611661325,31,32.6,18.4,6.3,14.4,43.8,2.3,5.7,40.9,3.4,3.9,86.1,0.5,1.5,1.9,4.2,2.4,0.9,0.2,2.3,-9.1
Khayla Pointer,2022,Indiana Fever,1611661325,10,5.8,2.2,0.7,1.2,58.3,0.1,0.4,25,0.7,1.4,50,0.1,0.7,0.8,0.2,0.9,0.2,0,0.2,-0.4
Lexie Hull,2022,Indiana Fever,1611661325,26,12.9,3.8,1.1,4,26.7,0.3,1.7,18.6,1.4,1.5,90,0.4,1.1,1.5,0.7,0.7,0.6,0.1,1.8,-4.3
NaLyssa Smith,2022,Indiana Fever,1611661325,32,30.7,13.5,5,11.9,41.9,1.2,3,38.1,2.4,3.8,61.8,2.2,5.7,7.9,1.4,2.4,0.5,0.3,2.9,-8.2
Queen Egbo,2022,Indiana Fever,1611661325,33,21.8,7.2,2.9,6.5,44.2,0,0,0,1.5,2.3,64.5,1.8,4.5,6.3,0.9,1.9,0.9,1.2,3,-4.3
Rennia Davis,2022,Indiana Fever,1611661325,7,5.8,1.1,0.6,1.7,33.3,0,0.3,0,0,0,0,0.4,0.7,1.1,0.1,0.3,0.3,0,0.4,-0.3
Tiffany Mitchell,2022,Indiana Fever,1611661325,34,16.2,6.5,2.4,5.4,45.1,0.4,0.9,38.7,1.3,1.5,86.5,0.6,0.6,1.2,1.2,0.9,0.8,0.1,1.4,-5.3
Victoria Vivians,2022,Indiana Fever,1611661325,35,26.9,9.8,3.6,10.7,33.6,1.3,4.5,28,1.3,1.8,74.2,0.7,2.9,3.6,2.4,2.1,1.1,0.3,2.4,-7.1
Aliyah Boston,2023,Indiana Fever,1611661325,15,29.5,15.3,6.1,9.8,62.6,0.1,0.1,50,2.9,3.7,78.6,3.4,5.1,8.5,2.3,1.1,0.9,1.5,3.6,-2.3
Emma Cannon,2023,Indiana Fever,1611661325,9,6.1,3.6,1.6,3.4,45.2,0.2,0.4,50,0.2,0.2,100,0.1,2,2.1,0.2,0.6,0,0,0.7,0.8
Erica Wheeler,2023,Indiana Fever,1611661325,15,25.6,8.9,3.5,8.9,39.8,0.9,2.8,33.3,0.9,1.2,77.8,0.3,1.9,2.3,5.1,1.6,0.8,0,2.3,-4.5
Grace Berger,2023,Indiana Fever,1611661325,11,7.7,1.9,0.7,1.5,47.1,0,0.2,0,0.5,0.5,100,0.1,0.5,0.6,1.3,0.6,0.2,0.2,0.9,2.5
Kelsey Mitchell,2023,Indiana Fever,1611661325,15,33.3,17,5.7,13.9,40.7,2.5,6.6,38.4,3.1,3.7,83.9,0.3,1.1,1.3,2.5,2,0.8,0,1.6,-1.5
Kristy Wallace,2023,Indiana Fever,1611661325,15,22.3,8.1,3,7.7,39.1,0.9,2.2,42.4,1.1,1.5,77.3,0.5,1.9,2.5,2.2,1.7,0.7,0.3,1.9,1.1
Lexie Hull,2023,Indiana Fever,1611661325,15,18.2,4.9,1.9,5.1,36.8,0.5,2.3,23.5,0.7,0.9,76.9,1.3,1.5,2.9,0.8,1.2,0.9,0.2,2.6,-5
Maya Caldwell,2023,Indiana Fever,1611661325,14,11.3,2.3,0.9,2.6,32.4,0.2,1,21.4,0.4,0.4,83.3,0.2,0.4,0.6,0.9,0.6,0.3,0.1,0.9,-1.4
NaLyssa Smith,2023,Indiana Fever,1611661325,15,29.2,14.4,5.5,12.7,43.5,0.5,2.3,20,2.9,3.6,79.6,2.3,7.9,10.1,1.5,2.7,0.5,0.2,3,-2.5
Queen Egbo,2023,Indiana Fever,1611661325,15,9.3,3.1,1.2,3,40,0,0,0,0.7,1.1,64.7,1.1,3.1,4.2,0.1,0.7,0.1,0.5,2.1,-2.1
Victaria Saxton,2023,Indiana Fever,1611661325,5,1.5,0,0,0.4,0,0,0,0,0,0,0,0.2,0.6,0.8,0,0.4,0,0,0.8,2.8
Victoria Vivians,2023,Indiana Fever,1611661325,14,14.9,4.4,1.6,4.1,37.9,0.7,2.5,28.6,0.5,0.6,87.5,0.3,1.8,2.1,1.4,0.6,0.5,0.1,1.6,-2
Deborah Carter,1997,Las Vegas Aces,1611661319,18,14.7,3.9,1.7,4.3,38.5,0.1,0.4,14.3,0.6,0.8,71.4,1.2,1.5,2.7,0.4,0.8,0.7,0.1,1.8,-5.1
Dena Head,1997,Las Vegas Aces,1611661319,27,17.5,5.7,2,5,39,0.4,1.2,31.3,1.4,1.7,84.4,0.8,1.5,2.3,1.7,2.3,0.5,0.3,1.7,-2.8
Elena Baranova,1997,Las Vegas Aces,1611661319,28,32.6,12.2,4.6,11.8,39,1.4,3.8,37.7,1.5,2.2,69.4,2,5.4,7.4,2.2,2.9,1.5,2.3,2.9,-6.8
Greta Koss,1997,Las Vegas Aces,1611661319,13,20.7,3.4,1.2,2.2,51.7,0.2,0.2,66.7,0.9,1.2,75,0.9,1.9,2.8,0.8,1.4,0.7,0.3,1.2,-5.5
Jessie Hicks,1997,Las Vegas Aces,1611661319,26,10.1,3.2,1.4,3.1,46.3,0,0,0,0.3,0.6,56.3,0.7,0.7,1.4,0.4,0.5,0.5,0.4,2.2,-2.6
Karen Booker,1997,Las Vegas Aces,1611661319,26,12.4,2.3,0.8,2.3,33.3,0,0.1,0,0.8,1.3,60.6,1.3,1.8,3.1,0.9,1.9,0.9,0.6,2.4,-3.4
Kim Williams,1997,Las Vegas Aces,1611661319,28,21.8,8.1,3.1,8.2,38.4,0.3,1.2,26.5,1.5,1.9,77.4,1.2,1.7,2.9,2.1,2,1.4,0.3,3,-5.2
Lady Grooms,1997,Las Vegas Aces,1611661319,28,24.7,5.5,2.1,5.9,34.9,0,0.4,10,1.3,2,65.5,1.2,1.8,3,2.4,2.8,0.8,0.1,1.4,-6.9
Megan Compain,1997,Las Vegas Aces,1611661319,5,7.9,1,0.4,1.4,28.6,0.2,0.8,25,0,0,0,0,1,1,0.4,1.2,0.8,0.2,1.2,-2.2
Raegan Scott,1997,Las Vegas Aces,1611661319,8,5.2,1.5,0.6,1.6,38.5,0,0,0,0.3,0.3,100,0.5,0.4,0.9,0.1,0,0.1,0.4,0.4,-0.5
Tammi Reiss,1997,Las Vegas Aces,1611661319,28,29.6,7.8,2.6,8.3,31.5,1.1,3.6,29.7,1.5,2,76.4,1,1.7,2.8,3.1,2.2,0.8,0.1,2,-10.3
Wendy Palmer,1997,Las Vegas Aces,1611661319,28,33.3,15.8,5.6,15,37.4,0.4,1.7,25,4.2,6.2,67.6,2.7,5.3,8,1.7,2.5,1.7,0.2,3.1,-9
Chantel Tremitiere,1998,Las Vegas Aces,1611661319,28,25.4,5.5,1.7,4.7,36.4,0.6,1.8,36.7,1.5,1.9,75.9,0.5,1.8,2.2,3.6,1.5,0.8,0.1,1.9,-3
Dena Head,1998,Las Vegas Aces,1611661319,30,15.5,3.6,1.2,2.8,42.4,0.4,0.9,48.1,0.8,1.1,69.7,0.5,1.3,1.7,1.2,1.5,1,0,1.3,-3
Elena Baranova,1998,Las Vegas Aces,1611661319,20,33.6,12.9,4.6,11,42,0.8,2.4,31.3,3,3.6,83.1,3.1,6.3,9.3,3.5,2.8,1.1,1.5,2.2,-3.7
Erin Alexander,1998,Las Vegas Aces,1611661319,12,5.5,1.4,0.4,1.8,22.7,0.4,1.6,26.3,0.2,0.2,100,0,0.3,0.3,0.3,0.4,0.1,0,0.6,-3.3
Fran Harris,1998,Las Vegas Aces,1611661319,18,19.5,3.9,1.6,4.4,35.4,0.3,0.9,31.3,0.6,0.7,83.3,0.8,1.4,2.2,1.7,0.9,0.7,0.1,1.8,-3.4
Kim Williams,1998,Las Vegas Aces,1611661319,30,18,7.6,3,7.4,40.8,0.3,0.9,32.1,1.2,1.6,73.5,0.8,1.1,1.9,1.5,2.2,1.4,0.2,2.5,-1.9
LaTonya Johnson,1998,Las Vegas Aces,1611661319,28,17.5,5.4,2.1,5.2,40,0.5,1.8,28.6,0.8,1.2,61.8,0.5,1.4,1.9,0.7,1.5,0.4,0,1.5,-2.4
Margo Dydek,1998,Las Vegas Aces,1611661319,30,28,12.9,4.9,10.1,48.2,0,0.2,14.3,3.1,4.2,73.2,1.4,6.2,7.6,1.8,3.6,0.5,3.8,4.2,-2
Olympia Scott,1998,Las Vegas Aces,1611661319,29,16.2,5.3,2,4.7,43,0,0.2,20,1.2,2.2,57.1,1.3,1.7,2.9,0.8,1.7,0.8,0.3,2.7,-4
Tammi Reiss,1998,Las Vegas Aces,1611661319,22,21.7,6.5,2.5,6.1,40.3,0.7,2.5,29.6,0.9,1.3,65.5,0.6,1.1,1.8,2.2,1.1,0.5,0,1.5,-2.5
Tricia Bader Binford,1998,Las Vegas Aces,1611661319,22,9.5,2.1,0.7,2.4,30.2,0.5,1.2,37,0.2,0.4,50,0,0.5,0.5,0.9,1.2,0.6,0,1.5,-3.3
Wendy Palmer,1998,Las Vegas Aces,1611661319,28,27.2,13.5,5.2,11,47.2,0.2,0.6,35.3,2.9,4.4,65.3,2.5,4.1,6.6,1.1,2,0.6,0.2,2.7,-7.8
Adrienne Goodson,1999,Las Vegas Aces,1611661319,32,33.4,14.9,5.7,13.3,42.6,0.4,1.7,24.5,3.1,4,76.7,2.2,2.1,4.3,2.7,3.1,0.8,0.3,2.4,-0.5
Chantel Tremitiere,1999,Las Vegas Aces,1611661319,20,9.5,1.1,0.5,1.5,31,0.1,0.4,25,0.1,0.1,100,0.2,0.8,1,1.1,0.7,0.3,0,1.4,-1.4
Cindy Brown,1999,Las Vegas Aces,1611661319,9,17.4,3.8,1.2,3.6,34.4,0.1,1.1,10,1.2,1.8,68.8,1.6,2.1,3.7,1.1,1.3,1,0.2,1.8,-1.9
Dalma Ivanyi,1999,Las Vegas Aces,1611661319,14,4.8,0.8,0.3,0.9,33.3,0,0.3,0,0.2,0.3,75,0.2,0.1,0.4,0.5,0.8,0.3,0,1.3,-1.4
Debbie Black,1999,Las Vegas Aces,1611661319,32,31.7,5.1,1.9,5.1,37.8,0.3,1.3,19.5,1,1.6,62,1,2.5,3.5,5,2.1,2.4,0.2,3.6,-1.2
Elena Baranova,1999,Las Vegas Aces,1611661319,29,19.7,6,2.1,5.1,40.5,0.7,1.7,41.7,1.1,1.4,80.5,0.9,2.5,3.4,1.6,1.5,0.7,0.8,2,-3.4
Korie Hlede,1999,Las Vegas Aces,1611661319,11,25.3,11.9,4,8.6,46.3,1.2,2.6,44.8,2.7,3,90.9,0.6,2.1,2.7,2.5,2,0.7,0.1,3.1,1.4
Krystyna Lara,1999,Las Vegas Aces,1611661319,25,8.2,2.5,0.9,2.7,33.8,0.4,1.3,30.3,0.2,0.2,100,0,0.5,0.5,0.9,1.4,0.4,0.1,1.2,-1.4
LaTonya Johnson,1999,Las Vegas Aces,1611661319,31,23.1,6.5,2.1,5.8,36.5,0.8,2.6,29.3,1.5,1.9,81,0.5,1.3,1.7,1.6,1.3,0.7,0.3,2.1,-2.4
Margo Dydek,1999,Las Vegas Aces,1611661319,32,23,12.6,4.4,8.8,49.8,0.2,0.6,35,3.6,4.2,85.7,1.2,5.2,6.4,1.8,2.8,0.4,2.4,3.5,1.8
Michelle Campbell,1999,Las Vegas Aces,1611661319,8,3.7,1,0.4,1.3,30,0,0.1,0,0.3,0.5,50,0,0.8,0.8,0.3,0.5,0,0,0.5,-1.3
Natalie Williams,1999,Las Vegas Aces,1611661319,28,34,18,6.4,12.4,51.9,0,0.1,0,5.1,6.8,75.4,3.9,5.3,9.2,0.9,2.4,1.4,0.8,3.9,-2.6
Olympia Scott,1999,Las Vegas Aces,1611661319,4,8.9,2.3,0.8,2.5,30,0,0,0,0.8,1.5,50,1.3,0.8,2,0.5,0.8,0.3,0,1.8,-2.3
Tricia Bader Binford,1999,Las Vegas Aces,1611661319,7,5,0.3,0,0.4,0,0,0.3,0,0.3,0.3,100,0,0.3,0.3,0.1,0.6,0.4,0.1,1.7,-3.9
Wendy Palmer,1999,Las Vegas Aces,1611661319,20,22.3,8.4,2.9,7.1,40.4,0.5,1.5,30,2.2,3.4,64.7,1.2,3,4.2,1.5,1.6,0.2,0.4,2.9,-6.4
Adrienne Goodson,2000,Las Vegas Aces,1611661319,29,32.1,17.2,6.9,14.3,48,0.3,1,27.6,3.2,4.6,68.7,2.4,3.3,5.7,2.4,2.8,1.4,0.2,2.3,1
Amy Herrig,2000,Las Vegas Aces,1611661319,25,13.7,3.6,1.4,3,48,0,0,0,0.8,1.2,61.3,1,1.3,2.4,0.8,1.2,0.3,0.2,1.6,0.5
Dalma Ivanyi,2000,Las Vegas Aces,1611661319,27,18.1,3.4,1.1,3.6,31.3,0.4,1.6,27.9,0.8,1,75,0.4,1.6,2,2.3,1.9,0.9,0.1,2.5,0.1
Jennifer Azzi,2000,Las Vegas Aces,1611661319,15,37.3,9.6,3.1,6.9,45.2,0.7,1.6,41.7,2.7,2.9,93,0.3,2.4,2.7,6.1,1.9,0.8,0.3,2.9,2.5
Kate Starbird,2000,Las Vegas Aces,1611661319,29,11.6,4,1.3,3.8,35.8,0.2,0.8,21.7,1.2,1.4,81,0.4,0.7,1.1,1,1,0.4,0.4,1.1,-1.3
Katryna Gaither,2000,Las Vegas Aces,1611661319,9,6,1.6,0.2,0.8,28.6,0,0,0,1.1,1.1,100,0.8,1.1,1.9,0.4,0.4,0.4,0,0.9,-1.1
Korie Hlede,2000,Las Vegas Aces,1611661319,31,28,10.1,3.8,8.4,45.4,0.8,1.9,43.1,1.6,2.3,72.9,0.8,2.2,3,3,2.5,1.2,0.1,2.7,1.1
Kristen Rasmussen,2000,Las Vegas Aces,1611661319,1,8.6,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,2,6
Kym Hope,2000,Las Vegas Aces,1611661319,3,1.4,0.7,0,0.3,0,0,0,0,0.7,0.7,100,0,0.7,0.7,0,0.3,0,0,0,0.7
LaTonya Johnson,2000,Las Vegas Aces,1611661319,29,16.5,5,1.8,4.4,40.3,0.4,1.2,33.3,1,1.5,65.1,0.5,1.3,1.8,0.9,1.2,0.4,0.1,2.2,-0.7
Margo Dydek,2000,Las Vegas Aces,1611661319,32,24.2,9.2,3.3,7.4,44.5,0.1,0.4,14.3,2.6,3.2,79.6,0.9,4.6,5.5,1.6,2.6,0.6,3,3.6,1.7
Naomi Mulitauaopele,2000,Las Vegas Aces,1611661319,22,13.2,4.5,1.9,3.1,59.4,0.1,0.1,66.7,0.7,0.9,75,0.5,1,1.5,0.3,1.4,0.2,0.3,1.7,-1.9
Natalie Williams,2000,Las Vegas Aces,1611661319,29,35.9,18.7,6.2,12.6,49,0.1,0.2,60,6.3,7.9,79.8,4.6,7,11.6,1.8,2.7,1.2,0.6,4.3,-0.4
Stacy Frese,2000,Las Vegas Aces,1611661319,21,10.6,3,0.5,1.4,33.3,0.4,1.2,34.6,1.6,1.7,91.7,0.2,0.7,0.9,0.8,0.7,0.2,0,0.7,-1.4
Adrienne Goodson,2001,Las Vegas Aces,1611661319,28,30.5,12.3,4.9,11.4,43.3,0.2,1.1,16.1,2.2,3.2,69.7,2.4,3.1,5.4,2.1,2.7,1,0,2.3,1.2
Amy Herrig,2001,Las Vegas Aces,1611661319,32,14,3.8,1.3,2.9,46.2,0,0,0,1.1,1.4,76.1,0.7,1.8,2.5,0.4,1.1,0.3,0.4,1.5,-0.4
Cara Consuegra,2001,Las Vegas Aces,1611661319,15,3.3,0.1,0,0.3,0,0,0.1,0,0.1,0.3,50,0.1,0.3,0.4,0.7,0.7,0.3,0,0.3,-2.8
Jennifer Azzi,2001,Las Vegas Aces,1611661319,32,37.7,8.6,2.3,5.8,40.8,1.2,2.3,51.4,2.8,3,91.7,0.3,2.8,3.1,5.3,2.2,0.7,0.3,2.8,2
Kate Starbird,2001,Las Vegas Aces,1611661319,23,13.5,4.7,1.8,4.8,37.3,0.2,1,21.7,1,1.2,81.5,0.6,0.7,1.3,0.9,0.7,0.3,0,1.3,-1
Keitha Dickerson,2001,Las Vegas Aces,1611661319,4,1.1,0,0,0,0,0,0,0,0,1,0,0,0.3,0.3,0.3,0,0,0,0,-0.3
Korie Hlede,2001,Las Vegas Aces,1611661319,27,16.9,5.6,2,5.2,39,0.3,0.9,34.8,1.2,1.4,86.8,0.6,0.9,1.5,1.6,1.6,0.9,0,2.1,0.1
LaTonya Johnson,2001,Las Vegas Aces,1611661319,26,8.8,1.9,0.7,2.5,26.2,0.2,1.2,16.7,0.4,0.5,78.6,0.2,0.6,0.7,0.3,0.5,0.1,0,1,1
Margo Dydek,2001,Las Vegas Aces,1611661319,32,30.3,10.9,4,9.1,44,0.2,0.5,40,2.7,3.4,79.8,0.9,6.7,7.6,2,2.8,0.8,3.5,3.4,0.2
Marie Ferdinand-Harris,2001,Las Vegas Aces,1611661319,32,27,11.4,4.5,9.1,49.3,0.3,1.3,26.2,2.2,3.5,61.1,0.7,2,2.7,2.5,2,1.3,0.1,2.2,0.3
Michaela Pavlickova,2001,Las Vegas Aces,1611661319,10,1.9,0.1,0,0.2,0,0,0,0,0.1,0.2,50,0,0.6,0.6,0.1,0.1,0,0.2,0,-0.7
Natalie Williams,2001,Las Vegas Aces,1611661319,31,34.4,14.2,5.5,11.3,49,0,0.1,0,3.1,4.3,72.9,3.6,6.4,9.9,1.8,2.3,1.3,0.3,4.1,0.7
Adrienne Goodson,2002,Las Vegas Aces,1611661319,32,34.4,15.7,5.9,13.1,45.1,0.3,0.9,28.6,3.7,4.9,74.5,2.8,2.8,5.7,2.1,3.2,1.4,0.2,2.9,3
Amy Herrig,2002,Las Vegas Aces,1611661319,28,9.6,2.4,0.8,1.9,43.4,0,0,0,0.8,1.1,73.3,0.5,1.5,2,0.1,0.8,0.3,0.5,1.3,-0.8
Andrea Gardner,2002,Las Vegas Aces,1611661319,30,6.4,1.9,0.6,1.6,36.7,0,0,0,0.7,1.3,55.3,1,1.1,2,0.2,0.4,0.1,0.1,1.2,0.8
Danielle Crockrom,2002,Las Vegas Aces,1611661319,18,4.6,1.6,0.6,1.6,35.7,0,0.1,0,0.5,0.7,75,0.3,0.4,0.7,0.1,0.2,0,0.1,0.4,0.1
Elisa Aguilar,2002,Las Vegas Aces,1611661319,28,5,1.5,0.5,1.2,42.4,0.4,0.8,52.4,0.1,0.3,57.1,0,0.4,0.4,0.6,0.4,0.1,0.1,0.2,-0.1
Jennifer Azzi,2002,Las Vegas Aces,1611661319,32,36,9.6,2.8,6.2,46,1.3,2.9,44.6,2.6,3.3,79.8,0.5,1.7,2.2,4.9,2.1,0.8,0.4,3.2,1.4
Kate Starbird,2002,Las Vegas Aces,1611661319,15,6,1.7,0.7,1.7,40,0.1,0.5,25,0.3,0.5,57.1,0,0.5,0.5,0.5,0.1,0.6,0.3,1.1,-0.5
LaNeishea Caufield,2002,Las Vegas Aces,1611661319,8,8.1,2.4,0.8,1.9,40,0.6,1.1,55.6,0.3,0.3,100,0.4,0.3,0.6,0.1,1,0.9,0,1.6,1
LaTonya Johnson,2002,Las Vegas Aces,1611661319,28,9.7,2.7,0.9,2.7,32.9,0.4,1.1,31.3,0.5,0.7,75,0.3,0.4,0.7,0.4,0.5,0.3,0.1,1.3,0.6
Margo Dydek,2002,Las Vegas Aces,1611661319,30,29.2,13.1,4.6,10.6,43.6,0.1,0.3,25,3.8,4.5,84.4,1.7,7,8.7,2.4,3.2,0.8,3.6,3.3,4.3
Marie Ferdinand-Harris,2002,Las Vegas Aces,1611661319,32,33.3,15.3,5.5,11.6,47.4,0.2,1.1,14.7,4.1,5.3,77.2,0.6,2.8,3.3,2.8,2.8,1.6,0.2,2.7,2.5
Natalie Williams,2002,Las Vegas Aces,1611661319,31,32.5,11.3,4,9.2,43.5,0.2,0.4,41.7,3.2,4.3,74.2,3.4,4.8,8.2,1.2,2.3,1.2,0.5,3.9,0.4
Semeka Randall,2002,Las Vegas Aces,1611661319,8,16.9,7.3,2.3,5,45,0,0.3,0,2.8,3.6,75.9,0.5,2.1,2.6,1,1.3,0.5,0.1,2,-0.9
Adrienne Goodson,2003,Las Vegas Aces,1611661319,33,29.4,11.2,4.3,10.8,39.5,0.2,1.1,22.2,2.5,3.1,79.4,2.2,3.4,5.6,2.2,2.6,0.7,0.2,2.9,-1.4
Gwen Jackson,2003,Las Vegas Aces,1611661319,33,29.6,8.8,3.5,8.7,39.9,0.2,0.9,16.7,1.7,2.7,63.6,2.6,3.6,6.2,0.6,1.4,0.5,0.5,2.6,-3.7
Jennifer Azzi,2003,Las Vegas Aces,1611661319,34,33.4,7.6,2.5,6.2,40.3,1.1,2.9,40.2,1.5,1.9,78.5,0.3,2.4,2.7,3.3,1.8,0.8,0.3,2.9,-4.3
LaQuanda Quick,2003,Las Vegas Aces,1611661319,26,6.5,2.3,0.8,3,26.6,0.6,2,28.8,0.1,0.1,100,0.3,1,1.3,0.2,0.4,0,0.1,0.8,-2.8
LaTonya Johnson,2003,Las Vegas Aces,1611661319,31,8.9,1.9,0.6,2.3,25.4,0.2,0.7,26.1,0.5,0.7,72.7,0.2,0.6,0.8,0.3,0.5,0.1,0,1,-3.7
