GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22100224,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-211,197,1,1,20211118,CLE,GSW
Shot Chart Detail,22100224,435,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,33,-75,326,1,0,20211118,CLE,GSW
Shot Chart Detail,22100224,476,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,151,232,1,1,20211118,CLE,GSW
Shot Chart Detail,22100224,485,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,15,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,73,1,1,20211118,CLE,GSW
Shot Chart Detail,22100224,491,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-224,139,1,1,20211118,CLE,GSW
Shot Chart Detail,22100224,515,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-179,201,1,0,20211118,CLE,GSW
Shot Chart Detail,22100224,524,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,0,1,1,20211118,CLE,GSW
Shot Chart Detail,22100224,531,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,30,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,13,1,1,20211118,CLE,GSW
Shot Chart Detail,22100224,541,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-83,256,1,0,20211118,CLE,GSW
Shot Chart Detail,22100224,551,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,43,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,17,1,0,20211118,CLE,GSW
Shot Chart Detail,22100224,566,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,59,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,6,1,1,20211118,CLE,GSW
Shot Chart Detail,22100224,582,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-212,169,1,1,20211118,CLE,GSW
Shot Chart Detail,22100224,587,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,0,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,15,1,0,20211118,CLE,GSW
Shot Chart Detail,22100224,591,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,51,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,1,1,1,20211118,CLE,GSW
Shot Chart Detail,22100252,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-227,105,1,0,20211121,GSW,TOR
Shot Chart Detail,22100252,37,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,118,279,1,0,20211121,GSW,TOR
Shot Chart Detail,22100252,71,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-229,92,1,1,20211121,GSW,TOR
Shot Chart Detail,22100252,88,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,51,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,23,1,0,20211121,GSW,TOR
Shot Chart Detail,22100252,319,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,50,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-22,39,1,0,20211121,GSW,TOR
Shot Chart Detail,22100252,336,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-135,252,1,0,20211121,GSW,TOR
Shot Chart Detail,22100252,362,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,56,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-34,48,1,0,20211121,GSW,TOR
Shot Chart Detail,22100252,479,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,18,24,1,1,20211121,GSW,TOR
Shot Chart Detail,22100252,584,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,14,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-185,213,1,0,20211121,GSW,TOR
Shot Chart Detail,22100252,631,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-176,192,1,0,20211121,GSW,TOR
Shot Chart Detail,22100278,29,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,14,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-45,28,1,1,20211124,GSW,PHI
Shot Chart Detail,22100278,45,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-115,264,1,1,20211124,GSW,PHI
Shot Chart Detail,22100278,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,46,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,62,1,0,20211124,GSW,PHI
Shot Chart Detail,22100278,179,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,42,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,169,257,1,0,20211124,GSW,PHI
Shot Chart Detail,22100278,184,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,21,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-83,90,1,0,20211124,GSW,PHI
Shot Chart Detail,22100278,210,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-188,205,1,1,20211124,GSW,PHI
Shot Chart Detail,22100278,299,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,195,206,1,1,20211124,GSW,PHI
Shot Chart Detail,22100278,314,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,41,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,23,1,1,20211124,GSW,PHI
Shot Chart Detail,22100278,317,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,49,295,1,0,20211124,GSW,PHI
Shot Chart Detail,22100278,335,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-197,172,1,0,20211124,GSW,PHI
Shot Chart Detail,22100278,405,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-38,263,1,1,20211124,GSW,PHI
Shot Chart Detail,22100278,532,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,39,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-212,168,1,1,20211124,GSW,PHI
Shot Chart Detail,22100278,541,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,22,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,132,125,1,1,20211124,GSW,PHI
Shot Chart Detail,22100278,545,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,51,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,119,269,1,0,20211124,GSW,PHI
Shot Chart Detail,22100278,600,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,4,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,199,59,1,0,20211124,GSW,PHI
Shot Chart Detail,22100278,697,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,27,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-180,206,1,1,20211124,GSW,PHI
Shot Chart Detail,22100290,16,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,137,241,1,1,20211126,GSW,POR
Shot Chart Detail,22100290,140,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,36,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,23,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,146,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-28,38,1,1,20211126,GSW,POR
Shot Chart Detail,22100290,149,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,35,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,-32,302,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,156,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,3,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,4,1,1,20211126,GSW,POR
Shot Chart Detail,22100290,163,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,45,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,86,275,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,182,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,7,1,1,20211126,GSW,POR
Shot Chart Detail,22100290,186,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-183,200,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,202,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,20,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,11,1,1,20211126,GSW,POR
Shot Chart Detail,22100290,273,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,9,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-191,201,1,1,20211126,GSW,POR
Shot Chart Detail,22100290,294,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-176,243,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,300,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-93,280,1,1,20211126,GSW,POR
Shot Chart Detail,22100290,338,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,148,230,1,1,20211126,GSW,POR
Shot Chart Detail,22100290,384,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-205,190,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,400,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-205,164,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,408,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,14,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,37,43,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,477,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,40,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,152,5,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,485,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,14,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,509,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-197,177,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,543,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,45,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,34,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,570,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-190,157,1,1,20211126,GSW,POR
Shot Chart Detail,22100290,575,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-199,176,1,1,20211126,GSW,POR
Shot Chart Detail,22100290,587,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,-58,305,1,0,20211126,GSW,POR
Shot Chart Detail,22100290,596,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,12,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,21,1,1,20211126,GSW,POR
Shot Chart Detail,22100290,615,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,6,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,10,1,1,20211126,GSW,POR
Shot Chart Detail,22100300,11,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,18,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,-10,1,1,20211128,LAC,GSW
Shot Chart Detail,22100300,19,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,30,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-11,1,0,20211128,LAC,GSW
Shot Chart Detail,22100300,146,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,56,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,151,199,1,1,20211128,LAC,GSW
Shot Chart Detail,22100300,161,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,1,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,51,-158,494,1,0,20211128,LAC,GSW
Shot Chart Detail,22100300,184,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,39,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,5,1,0,20211128,LAC,GSW
Shot Chart Detail,22100300,205,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-61,273,1,0,20211128,LAC,GSW
Shot Chart Detail,22100300,215,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-179,253,1,0,20211128,LAC,GSW
Shot Chart Detail,22100300,237,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,25,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-54,88,1,1,20211128,LAC,GSW
Shot Chart Detail,22100300,249,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,2,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,11,1,0,20211128,LAC,GSW
Shot Chart Detail,22100300,333,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,40,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-137,221,1,1,20211128,LAC,GSW
Shot Chart Detail,22100300,348,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,6,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,143,70,1,0,20211128,LAC,GSW
Shot Chart Detail,22100300,373,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,19,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,61,101,1,1,20211128,LAC,GSW
Shot Chart Detail,22100300,388,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,120,292,1,1,20211128,LAC,GSW
Shot Chart Detail,22100300,402,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,0,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,10,1,1,20211128,LAC,GSW
Shot Chart Detail,22100300,430,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-48,267,1,0,20211128,LAC,GSW
Shot Chart Detail,22100300,435,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,10,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-72,29,1,0,20211128,LAC,GSW
Shot Chart Detail,22100300,570,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,20,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,17,1,1,20211128,LAC,GSW
Shot Chart Detail,22100300,606,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,81,315,1,1,20211128,LAC,GSW
Shot Chart Detail,22100300,615,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,157,220,1,1,20211128,LAC,GSW
Shot Chart Detail,22100300,618,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,21,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-233,71,1,1,20211128,LAC,GSW
Shot Chart Detail,22100300,626,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,32,152,282,1,0,20211128,LAC,GSW
Shot Chart Detail,22100300,649,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,27,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,70,77,1,1,20211128,LAC,GSW
Shot Chart Detail,22100316,19,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,26,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,120,230,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,31,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,32,136,295,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,28,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-167,204,1,1,20211130,PHX,GSW
Shot Chart Detail,22100316,146,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,34,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,32,212,252,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,177,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,29,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-108,116,1,1,20211130,PHX,GSW
Shot Chart Detail,22100316,205,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,7,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-51,132,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,222,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,41,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,31,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,226,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,80,261,1,1,20211130,PHX,GSW
Shot Chart Detail,22100316,231,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,53,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,165,215,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,293,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,51,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-20,41,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,343,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,50,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,22,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,299,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,118,257,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,326,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,32,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-120,263,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,331,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,4,52,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,352,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,43,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,162,199,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,403,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,212,130,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,407,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,38,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-65,26,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,490,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-62,257,1,1,20211130,PHX,GSW
Shot Chart Detail,22100316,495,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,5,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-33,286,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,568,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-58,277,1,0,20211130,PHX,GSW
Shot Chart Detail,22100316,624,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,24,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-153,216,1,0,20211130,PHX,GSW
Shot Chart Detail,22100340,19,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,49,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,49,261,1,1,20211203,GSW,PHX
Shot Chart Detail,22100340,23,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,23,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-74,189,1,0,20211203,GSW,PHX
Shot Chart Detail,22100340,74,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-199,187,1,1,20211203,GSW,PHX
Shot Chart Detail,22100340,161,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,2,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,29,62,1,0,20211203,GSW,PHX
Shot Chart Detail,22100340,169,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,12,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,64,62,1,1,20211203,GSW,PHX
Shot Chart Detail,22100340,182,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-138,234,1,0,20211203,GSW,PHX
Shot Chart Detail,22100340,187,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,22,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-173,219,1,0,20211203,GSW,PHX
