GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22100637,69,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,54,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,1,125,1,1,20220114,CHI,GSW
Shot Chart Detail,22100637,84,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,49,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,-16,304,1,0,20220114,CHI,GSW
Shot Chart Detail,22100637,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,36,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,-6,1,0,20220114,CHI,GSW
Shot Chart Detail,22100637,189,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-115,-15,1,1,20220114,CHI,GSW
Shot Chart Detail,22100637,193,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-165,189,1,1,20220114,CHI,GSW
Shot Chart Detail,22100637,236,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,59,251,1,0,20220114,CHI,GSW
Shot Chart Detail,22100637,321,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,67,247,1,1,20220114,CHI,GSW
Shot Chart Detail,22100637,341,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,15,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,29,1,0,20220114,CHI,GSW
Shot Chart Detail,22100637,352,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,26,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,5,1,1,20220114,CHI,GSW
Shot Chart Detail,22100637,392,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,51,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-118,224,1,0,20220114,CHI,GSW
Shot Chart Detail,22100637,402,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,159,235,1,0,20220114,CHI,GSW
Shot Chart Detail,22100637,410,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,26,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,0,1,1,20220114,CHI,GSW
Shot Chart Detail,22100637,415,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,190,159,1,1,20220114,CHI,GSW
Shot Chart Detail,22100637,428,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,46,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,1,1,0,20220114,CHI,GSW
Shot Chart Detail,22100667,74,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,58,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,10,60,1,0,20220118,GSW,DET
Shot Chart Detail,22100667,78,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,199,175,1,1,20220118,GSW,DET
Shot Chart Detail,22100667,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-15,291,1,1,20220118,GSW,DET
Shot Chart Detail,22100667,169,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,20,286,1,0,20220118,GSW,DET
Shot Chart Detail,22100667,177,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,9,Made Shot,Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,29,33,1,1,20220118,GSW,DET
Shot Chart Detail,22100667,192,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,143,226,1,0,20220118,GSW,DET
Shot Chart Detail,22100667,196,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,36,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-4,1,1,20220118,GSW,DET
Shot Chart Detail,22100667,314,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,37,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-118,263,1,1,20220118,GSW,DET
Shot Chart Detail,22100667,380,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,58,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,41,1,1,20220118,GSW,DET
Shot Chart Detail,22100667,419,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,52,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-86,243,1,0,20220118,GSW,DET
Shot Chart Detail,22100667,465,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,48,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-110,240,1,0,20220118,GSW,DET
Shot Chart Detail,22100683,38,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,44,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,13,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,55,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,21,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,25,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,82,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,5,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,112,237,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,122,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,94,269,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,201,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,30,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-70,79,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,209,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-210,167,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,236,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,40,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,135,258,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,266,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,23,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,69,264,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,274,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,38,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-31,265,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,327,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,30,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,26,0,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,347,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,31,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,13,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,365,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,42,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,33,-145,306,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,432,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,174,246,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,456,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,41,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,19,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,479,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,37,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,12,115,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,552,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-186,184,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,567,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,22,281,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,578,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,43,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,13,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,594,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-64,272,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,655,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-138,245,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,666,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,125,247,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,676,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,44,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,13,1,1,20220120,GSW,IND
Shot Chart Detail,22100683,693,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,11,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,147,84,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,755,201939,Stephen Curry,1610612744,Golden State Warriors,5,2,38,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,9,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,759,201939,Stephen Curry,1610612744,Golden State Warriors,5,2,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-194,172,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,773,201939,Stephen Curry,1610612744,Golden State Warriors,5,1,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,50,284,1,0,20220120,GSW,IND
Shot Chart Detail,22100683,789,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,16,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,7,267,1,0,20220120,GSW,IND
Shot Chart Detail,22100694,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-169,222,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,18,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,26,190,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,110,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,71,263,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,113,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,53,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-75,67,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,122,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,17,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-145,73,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,283,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,2,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-32,278,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,299,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-151,64,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,313,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-179,231,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,336,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,49,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-141,260,1,1,20220121,GSW,HOU
Shot Chart Detail,22100694,397,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,3,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,227,38,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,406,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-76,274,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,417,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,3,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,83,61,1,1,20220121,GSW,HOU
Shot Chart Detail,22100694,423,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,224,138,1,1,20220121,GSW,HOU
Shot Chart Detail,22100694,470,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,49,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-152,231,1,1,20220121,GSW,HOU
Shot Chart Detail,22100694,472,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,20,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,62,177,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,569,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,40,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,240,48,1,1,20220121,GSW,HOU
Shot Chart Detail,22100694,574,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,7,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,161,205,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,632,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,46,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-50,17,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,639,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,48,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-225,71,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,648,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,45,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-134,229,1,0,20220121,GSW,HOU
Shot Chart Detail,22100694,669,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,1,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-43,194,1,1,20220121,GSW,HOU
Shot Chart Detail,22100708,24,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,42,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,137,-15,1,1,20220123,GSW,UTA
Shot Chart Detail,22100708,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,197,200,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,68,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-207,177,1,1,20220123,GSW,UTA
Shot Chart Detail,22100708,88,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,1,Made Shot,Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,19,1,1,20220123,GSW,UTA
Shot Chart Detail,22100708,96,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,34,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-82,247,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,166,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,138,245,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,201,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,36,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,17,1,1,20220123,GSW,UTA
Shot Chart Detail,22100708,242,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,22,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,222,163,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,265,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,27,284,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,267,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,21,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-203,158,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,334,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,52,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,70,58,1,1,20220123,GSW,UTA
Shot Chart Detail,22100708,345,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,173,180,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,358,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,14,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-31,32,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,378,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-195,206,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,395,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,183,183,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,400,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,55,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,36,107,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,402,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,51,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,453,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,43,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-13,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,492,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,9,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-202,183,1,0,20220123,GSW,UTA
Shot Chart Detail,22100708,574,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,40,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,4,322,1,0,20220123,GSW,UTA
Shot Chart Detail,22100720,38,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,43,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-1,123,1,1,20220125,GSW,DAL
Shot Chart Detail,22100720,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-174,196,1,1,20220125,GSW,DAL
Shot Chart Detail,22100720,87,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,43,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,114,146,1,1,20220125,GSW,DAL
Shot Chart Detail,22100720,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,7,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,54,190,1,1,20220125,GSW,DAL
